"0";"0.00045";"0.0009";"0.00135";"0.0018";"0.00225";"0.0027";"0.00315";"0.0036";"0.00405";"0.0045";"0.00495";"0.0054";"0.00585";"0.0063";"0.00675";"0.0072";"0.00765";"0.0081"
"0";"0.000000";"0.005201";"0.006765";"0.007990";"0.008717";"0.009197";"0.009504";"0.009693";"0.009796";"0.009828";"0.009796";"0.009693";"0.009504";"0.009197";"0.008717";"0.007990";"0.006765";"0.005201";"0.000000"
"0.00045";"0.000000";"0.003031";"0.004977";"0.006091";"0.006809";"0.007272";"0.007568";"0.007751";"0.007849";"0.007880";"0.007849";"0.007751";"0.007568";"0.007272";"0.006809";"0.006091";"0.004977";"0.003031";"0.000000"
"0.0009";"0.000000";"0.001809";"0.003340";"0.004367";"0.005051";"0.005499";"0.005788";"0.005965";"0.006062";"0.006092";"0.006062";"0.005965";"0.005788";"0.005499";"0.005051";"0.004367";"0.003340";"0.001809";"0.000000"
"0.00135";"0.000000";"0.001047";"0.002094";"0.002911";"0.003499";"0.003904";"0.004172";"0.004340";"0.004432";"0.004462";"0.004432";"0.004340";"0.004172";"0.003904";"0.003499";"0.002911";"0.002094";"0.001047";"0.000000"
"0.0018";"0.000000";"0.000525";"0.001158";"0.001726";"0.002174";"0.002505";"0.002734";"0.002883";"0.002966";"0.002993";"0.002966";"0.002883";"0.002734";"0.002505";"0.002174";"0.001726";"0.001158";"0.000525";"0.000000"
"0.00225";"0.000000";"0.000145";"0.000443";"0.000771";"0.001066";"0.001303";"0.001480";"0.001600";"0.001669";"0.001692";"0.001669";"0.001600";"0.001480";"0.001303";"0.001066";"0.000771";"0.000443";"0.000145";"0.000000"
"0.0027";"0.000000";"-0.000143";"-0.000112";"0.000005";"0.000150";"0.000289";"0.000406";"0.000492";"0.000544";"0.000561";"0.000544";"0.000492";"0.000406";"0.000289";"0.000150";"0.000005";"-0.000112";"-0.000143";"0.000000"
"0.00315";"0.000000";"-0.000366";"-0.000551";"-0.000612";"-0.000601";"-0.000554";"-0.000496";"-0.000444";"-0.000410";"-0.000397";"-0.000410";"-0.000444";"-0.000496";"-0.000554";"-0.000601";"-0.000612";"-0.000551";"-0.000366";"0.000000"
"0.0036";"0.000000";"-0.000542";"-0.000902";"-0.001111";"-0.001212";"-0.001242";"-0.001235";"-0.001213";"-0.001194";"-0.001187";"-0.001194";"-0.001213";"-0.001235";"-0.001242";"-0.001212";"-0.001111";"-0.000902";"-0.000542";"0.000000"
"0.00405";"0.000000";"-0.000685";"-0.001189";"-0.001516";"-0.001702";"-0.001790";"-0.001820";"-0.001821";"-0.001814";"-0.001810";"-0.001814";"-0.001821";"-0.001820";"-0.001790";"-0.001702";"-0.001516";"-0.001189";"-0.000685";"0.000000"
"0.0045";"0.000000";"-0.000809";"-0.001434";"-0.001840";"-0.002080";"-0.002204";"-0.002256";"-0.002271";"-0.002272";"-0.002270";"-0.002272";"-0.002271";"-0.002256";"-0.002204";"-0.002080";"-0.001840";"-0.001434";"-0.000809";"0.000000"
"0.00495";"0.000000";"-0.000941";"-0.001640";"-0.002077";"-0.002337";"-0.002476";"-0.002540";"-0.002562";"-0.002567";"-0.002567";"-0.002567";"-0.002562";"-0.002540";"-0.002476";"-0.002337";"-0.002077";"-0.001640";"-0.000941";"0.000000"
"0.0054";"0.000000";"-0.001137";"-0.001726";"-0.002169";"-0.002433";"-0.002581";"-0.002653";"-0.002683";"-0.002692";"-0.002694";"-0.002692";"-0.002683";"-0.002653";"-0.002581";"-0.002433";"-0.002169";"-0.001726";"-0.001137";"0.000000"
"0.00585";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000"
"0.0063";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000"
"0.00675";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000"
"0.0072";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000"
"0.00765";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000"
"0.0081";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000";"0.000000"
